0.png	 9-4=?
9441.png	 6x6=?
9442.png	 8x3=?
9443.png	 7-2=?
9444.png	 2+8=?
9445.png	 2+1=?
9446.png	 4x4=?
9447.png	 9+4=?
9448.png	 8-6=?
9449.png	 0x6=?
9450.png	 3x8=?
9451.png	 2x6=?
9452.png	 7x3=?
9453.png	 3-6=?
9454.png	 1+3=?
9455.png	 6x2=?
9456.png	 8+6=?
9457.png	 1-5=?
9458.png	 1x8=?
9459.png	 4x5=?
9460.png	 1-4=?
9461.png	 9+7=?
9462.png	 3+0=?
9463.png	 1+7=?
9464.png	 9+5=?
9465.png	 4+6=?
9466.png	 8x8=?
9467.png	 8+9=?
9468.png	 6-3=?
9469.png	 4x6=?
9470.png	 6-1=?
9471.png	 2x0=?
9472.png	 9+4=?
9473.png	 2-6=?
9474.png	 6+6=?
9475.png	 9-2=?
9476.png	 3-5=?
9477.png	 7+1=?
9478.png	 9x7=?
9479.png	 5x6=?
9480.png	 6+8=?
9481.png	 1-3=?
9482.png	 7-0=?
9483.png	 0-3=?
9484.png	 5x4=?
9485.png	 0+3=?
9486.png	 2-0=?
9487.png	 0-4=?
9488.png	 6-1=?
9489.png	 1x0=?
9490.png	 1-6=?
9491.png	 5-0=?
9492.png	 4-9=?
9493.png	 1x7=?
9494.png	 0+9=?
9495.png	 1-1=?
9496.png	 4+6=?
9497.png	 5x9=?
9498.png	 7-8=?
9499.png	 9-9=?
9500.png	 8x7=?
9501.png	 5-4=?
9502.png	 6-4=?
9503.png	 1+3=?
9504.png	 3+0=?
9505.png	 7+4=?
9506.png	 5+7=?
9507.png	 1x5=?
9508.png	 1-2=?
9509.png	 9x3=?
9510.png	 2+1=?
9511.png	 0+6=?
9512.png	 8-7=?
9513.png	 0x7=?
9514.png	 7x8=?
9515.png	 7x4=?
9516.png	 5-1=?
9517.png	 4x5=?
9518.png	 0+2=?
9519.png	 8x5=?
9520.png	 3x3=?
9521.png	 7+1=?
9522.png	 4x7=?
9523.png	 2+0=?
9524.png	 6-2=?
9525.png	 4+2=?
9526.png	 0-0=?
9527.png	 8x3=?
9528.png	 4+7=?
9529.png	 6x4=?
9530.png	 6x2=?
9531.png	 8x4=?
9532.png	 2+4=?
9533.png	 0-2=?
9534.png	 8-2=?
9535.png	 5+2=?
9536.png	 5-6=?
9537.png	 6x5=?
9538.png	 8+6=?
9539.png	 8x8=?
9540.png	 1x6=?
9541.png	 7-4=?
9542.png	 0+4=?
9543.png	 8x8=?
9544.png	 3+0=?
9545.png	 8x8=?
9546.png	 6-6=?
9547.png	 2-0=?
9548.png	 9-4=?
9549.png	 2-2=?
9550.png	 2-9=?
9551.png	 1+0=?
9552.png	 1x1=?
9553.png	 5-6=?
9554.png	 6+1=?
9555.png	 2x0=?
9556.png	 8+4=?
9557.png	 0-0=?
9558.png	 4x8=?
9559.png	 0-0=?
9560.png	 1-3=?
9561.png	 8x3=?
9562.png	 8-4=?
9563.png	 9x1=?
9564.png	 1x7=?
9565.png	 1+6=?
9566.png	 3-6=?
9567.png	 5x3=?
9568.png	 2+3=?
9569.png	 7x1=?
9570.png	 3x7=?
9571.png	 4+1=?
9572.png	 5x6=?
9573.png	 8+2=?
9574.png	 2+7=?
9575.png	 4x2=?
9576.png	 8+0=?
9577.png	 9+8=?
9578.png	 1-8=?
9579.png	 2-9=?
9580.png	 9+8=?
9581.png	 2+2=?
9582.png	 5x4=?
9583.png	 7+3=?
9584.png	 3-4=?
9585.png	 6+9=?
9586.png	 7x5=?
9587.png	 1x7=?
9588.png	 5-5=?
9589.png	 0-5=?
9590.png	 9+8=?
9591.png	 0x9=?
9592.png	 7x3=?
9593.png	 1+4=?
9594.png	 9+5=?
9595.png	 8x7=?
9596.png	 7x8=?
9597.png	 2+6=?
9598.png	 6-6=?
9599.png	 7x2=?
9600.png	 0x4=?
9601.png	 6+5=?
9602.png	 7+4=?
9603.png	 5+9=?
9604.png	 2-6=?
9605.png	 0x4=?
9606.png	 6-7=?
9607.png	 3x3=?
9608.png	 0+1=?
9609.png	 3x7=?
9610.png	 7+8=?
9611.png	 1x1=?
9612.png	 2-6=?
9613.png	 6+3=?
9614.png	 9x2=?
9615.png	 4x7=?
9616.png	 6+1=?
9617.png	 6-5=?
9618.png	 5+6=?
9619.png	 3+2=?
9620.png	 2x1=?
9621.png	 4-1=?
9622.png	 7+1=?
9623.png	 5+7=?
9624.png	 7x4=?
9625.png	 6x6=?
9626.png	 6-0=?
9627.png	 2x2=?
9628.png	 2x7=?
9629.png	 7-7=?
9630.png	 6+2=?
9631.png	 8-8=?
9632.png	 9x7=?
9633.png	 2+1=?
9634.png	 5+0=?
9635.png	 4-4=?
9636.png	 3x0=?
9637.png	 0+5=?
9638.png	 1-7=?
9639.png	 1x2=?
9640.png	 4-6=?
9641.png	 2+5=?
9642.png	 8-1=?
9643.png	 8+4=?
9644.png	 9+6=?
9645.png	 3+0=?
9646.png	 6-5=?
9647.png	 8-4=?
9648.png	 5x3=?
9649.png	 0x7=?
9650.png	 2-1=?
9651.png	 5x7=?
9652.png	 5+5=?
9653.png	 7x3=?
9654.png	 5-2=?
9655.png	 6+8=?
9656.png	 1-2=?
9657.png	 4+1=?
9658.png	 1+3=?
9659.png	 7+2=?
9660.png	 7+3=?
9661.png	 4+1=?
9662.png	 6+8=?
9663.png	 0-9=?
9664.png	 6x1=?
9665.png	 8x6=?
9666.png	 9-8=?
9667.png	 6+1=?
9668.png	 2-6=?
9669.png	 4-3=?
9670.png	 0x1=?
9671.png	 3x9=?
9672.png	 1-0=?
9673.png	 1-2=?
9674.png	 3x6=?
9675.png	 5-0=?
9676.png	 3-0=?
9677.png	 9-2=?
9678.png	 2x9=?
9679.png	 1+3=?
9680.png	 1+0=?
9681.png	 9x5=?
9682.png	 0-4=?
9683.png	 7+3=?
9684.png	 8+4=?
9685.png	 7x5=?
9686.png	 8-1=?
9687.png	 1x1=?
9688.png	 8+3=?
9689.png	 2+7=?
9690.png	 5+6=?
9691.png	 8-2=?
9692.png	 8x8=?
9693.png	 7-1=?
9694.png	 7x0=?
9695.png	 3x8=?
9696.png	 9x5=?
9697.png	 6x1=?
9698.png	 3-2=?
9699.png	 7-5=?
9700.png	 1-7=?
9701.png	 0+7=?
9702.png	 2-3=?
9703.png	 9-4=?
9704.png	 0x5=?
9705.png	 4+9=?
9706.png	 4-1=?
9707.png	 5-7=?
9708.png	 2+6=?
9709.png	 2-2=?
9710.png	 7+0=?
9711.png	 2+9=?
9712.png	 7x6=?
9713.png	 9+5=?
9714.png	 6+4=?
9715.png	 7-1=?
9716.png	 9-2=?
9717.png	 7x7=?
9718.png	 9x1=?
9719.png	 5+8=?
9720.png	 5x2=?
9721.png	 7+5=?
9722.png	 9-5=?
9723.png	 4x4=?
9724.png	 7-5=?
9725.png	 7x2=?
9726.png	 5-8=?
9727.png	 8-5=?
9728.png	 1+2=?
9729.png	 9x2=?
9730.png	 6-6=?
9731.png	 1-8=?
9732.png	 0-5=?
9733.png	 9+1=?
9734.png	 7x7=?
9735.png	 1-7=?
9736.png	 1-7=?
9737.png	 8x0=?
9738.png	 3+0=?
9739.png	 4+7=?
9740.png	 2x5=?
9741.png	 6-3=?
9742.png	 2-6=?
9743.png	 1x7=?
9744.png	 4x7=?
9745.png	 8-4=?
9746.png	 1x7=?
9747.png	 9x4=?
9748.png	 6+4=?
9749.png	 6+7=?
9750.png	 4x6=?
9751.png	 6-7=?
9752.png	 6x1=?
9753.png	 7+1=?
9754.png	 2x0=?
9755.png	 5+4=?
9756.png	 8x5=?
9757.png	 9+9=?
9758.png	 4x8=?
9759.png	 1+1=?
9760.png	 9-7=?
9761.png	 9x7=?
9762.png	 4+3=?
9763.png	 8-1=?
9764.png	 3-3=?
9765.png	 6-2=?
9766.png	 6x0=?
9767.png	 3x4=?
9768.png	 6-4=?
9769.png	 9+3=?
9770.png	 9x3=?
9771.png	 6-8=?
9772.png	 5+4=?
9773.png	 2+7=?
9774.png	 9+1=?
9775.png	 0+7=?
9776.png	 9-9=?
9777.png	 7+2=?
9778.png	 8+2=?
9779.png	 2x6=?
9780.png	 4x3=?
9781.png	 5-6=?
9782.png	 9-6=?
9783.png	 7x7=?
9784.png	 9x7=?
9785.png	 3x4=?
9786.png	 3-8=?
9787.png	 1x1=?
9788.png	 9x5=?
9789.png	 9-5=?
9790.png	 3+8=?
9791.png	 3-9=?
9792.png	 6+5=?
9793.png	 6-0=?
9794.png	 7+9=?
9795.png	 3x2=?
9796.png	 7-8=?
9797.png	 1+1=?
9798.png	 4x2=?
9799.png	 6x6=?
9800.png	 1-8=?
9801.png	 8x6=?
9802.png	 4x3=?
9803.png	 2-3=?
9804.png	 6+5=?
9805.png	 4-3=?
9806.png	 7-2=?
9807.png	 8x2=?
9808.png	 7x9=?
9809.png	 6-8=?
9810.png	 6x1=?
9811.png	 1x3=?
9812.png	 5x5=?
9813.png	 2+4=?
9814.png	 2+5=?
9815.png	 2+3=?
9816.png	 5+3=?
9817.png	 0x6=?
9818.png	 8x8=?
9819.png	 6x2=?
9820.png	 7+0=?
9821.png	 6x2=?
9822.png	 7+1=?
9823.png	 5x9=?
9824.png	 0+6=?
9825.png	 8x1=?
9826.png	 1+3=?
9827.png	 7+1=?
9828.png	 4-2=?
9829.png	 5+6=?
9830.png	 4x3=?
9831.png	 7-4=?
9832.png	 2-6=?
9833.png	 0x7=?
9834.png	 7-8=?
9835.png	 6+7=?
9836.png	 6+5=?
9837.png	 4x0=?
9838.png	 2+6=?
9839.png	 2x1=?
9840.png	 7-7=?
9841.png	 9x8=?
9842.png	 3-9=?
9843.png	 9+4=?
9844.png	 6+5=?
9845.png	 4x2=?
9846.png	 3-4=?
9847.png	 1-8=?
9848.png	 0+1=?
9849.png	 4-5=?
9850.png	 1-4=?
9851.png	 1-6=?
9852.png	 9-1=?
9853.png	 8-5=?
9854.png	 5+6=?
9855.png	 7-0=?
9856.png	 5-1=?
9857.png	 2x0=?
9858.png	 7-9=?
9859.png	 4-6=?
9860.png	 3-7=?
9861.png	 5+1=?
9862.png	 8x6=?
9863.png	 8x5=?
9864.png	 7+4=?
9865.png	 2x2=?
9866.png	 3-6=?
9867.png	 2-3=?
9868.png	 5-1=?
9869.png	 9-4=?
9870.png	 5+7=?
9871.png	 6-9=?
9872.png	 3+7=?
9873.png	 9-4=?
9874.png	 1+9=?
9875.png	 5x8=?
9876.png	 0+7=?
9877.png	 4+0=?
9878.png	 8-6=?
9879.png	 8+0=?
9880.png	 1-4=?
9881.png	 2x9=?
9882.png	 5-0=?
9883.png	 2-6=?
9884.png	 5+4=?
9885.png	 2+0=?
9886.png	 7-4=?
9887.png	 5+6=?
9888.png	 3x1=?
9889.png	 4+4=?
9890.png	 2+5=?
9891.png	 4-3=?
9892.png	 6-0=?
9893.png	 4x9=?
9894.png	 2-7=?
9895.png	 3x1=?
9896.png	 4x7=?
9897.png	 2x2=?
9898.png	 5-8=?
9899.png	 7+8=?
9900.png	 2+6=?
9901.png	 3x4=?
9902.png	 0-2=?
9903.png	 7-8=?
9904.png	 9x2=?
9905.png	 0x8=?
9906.png	 9+1=?
9907.png	 9+4=?
9908.png	 6x3=?
9909.png	 7x5=?
9910.png	 1x5=?
9911.png	 2-9=?
9912.png	 7x5=?
9913.png	 9-2=?
9914.png	 6x0=?
9915.png	 4x7=?
9916.png	 6-9=?
9917.png	 2x3=?
9918.png	 6x0=?
9919.png	 0+4=?
9920.png	 7-3=?
9921.png	 4+1=?
9922.png	 1-5=?
9923.png	 9-5=?
9924.png	 3x0=?
9925.png	 7x7=?
9926.png	 8-0=?
9927.png	 7+5=?
9928.png	 5-2=?
9929.png	 7x2=?
9930.png	 1+1=?
9931.png	 0-4=?
9932.png	 3+8=?
9933.png	 3+4=?
9934.png	 8+1=?
9935.png	 2+2=?
9936.png	 1+5=?
9937.png	 2-1=?
9938.png	 8-9=?
9939.png	 0+1=?
9940.png	 2+7=?
9941.png	 5x8=?
9942.png	 3-6=?
9943.png	 2x0=?
9944.png	 4+3=?
9945.png	 7+5=?
9946.png	 8x6=?
9947.png	 4-0=?
9948.png	 2-9=?
9949.png	 4+7=?
9950.png	 5+7=?
9951.png	 5-3=?
9952.png	 8+8=?
9953.png	 7-9=?
9954.png	 2x8=?
9955.png	 9-2=?
9956.png	 3-2=?
9957.png	 5x2=?
9958.png	 4x7=?
9959.png	 1+3=?
9960.png	 6+4=?
9961.png	 4-6=?
9962.png	 3x7=?
9963.png	 6x7=?
9964.png	 7x5=?
9965.png	 3+2=?
9966.png	 8x5=?
9967.png	 8x7=?
9968.png	 3-8=?
9969.png	 2+9=?
9970.png	 9x6=?
9971.png	 6-1=?
9972.png	 1+6=?
9973.png	 1-6=?
9974.png	 4+4=?
9975.png	 3-5=?
9976.png	 1-1=?
9977.png	 4x3=?
9978.png	 5x0=?
9979.png	 1x4=?
9980.png	 5+7=?
9981.png	 2x7=?
9982.png	 6x2=?
9983.png	 7-4=?
9984.png	 9-7=?
9985.png	 6+9=?
9986.png	 7x3=?
9987.png	 4-0=?
9988.png	 6-5=?
9989.png	 8-5=?
9990.png	 5-9=?
9991.png	 7x9=?
9992.png	 6+9=?
9993.png	 6x3=?
9994.png	 5-3=?
9995.png	 7x4=?
9996.png	 8x8=?
9997.png	 1x4=?
9998.png	 3x0=?
9999.png	 3-0=?
10000.png	 1+9=?
10001.png	 0-1=?
10002.png	 6+7=?
10003.png	 2+0=?
10004.png	 3+6=?
10005.png	 1-8=?
10006.png	 2-6=?
10007.png	 7+4=?
10008.png	 0-9=?
10009.png	 0x2=?
10010.png	 6+3=?
10011.png	 1-8=?
10012.png	 6x5=?
10013.png	 5+6=?
10014.png	 1-7=?
10015.png	 5-8=?
10016.png	 3-4=?
10017.png	 9-6=?
10018.png	 2-5=?
10019.png	 0-4=?
10020.png	 9-6=?
10021.png	 9-1=?
10022.png	 0+2=?
10023.png	 8-5=?
10024.png	 3+0=?
10025.png	 7+0=?
10026.png	 1+8=?
10027.png	 2x1=?
10028.png	 1+4=?
10029.png	 6x9=?
10030.png	 3+0=?
10031.png	 3+5=?
10032.png	 8+1=?
10033.png	 5+3=?
10034.png	 6x3=?
10035.png	 8-4=?
10036.png	 3x7=?
10037.png	 3-4=?
10038.png	 9-7=?
10039.png	 1+6=?
10040.png	 5+8=?
10041.png	 7+5=?
10042.png	 4x9=?
10043.png	 5-5=?
10044.png	 0+5=?
10045.png	 2-1=?
10046.png	 7-6=?
10047.png	 7+8=?
10048.png	 7x6=?
10049.png	 6+5=?
10050.png	 7x2=?
10051.png	 1+1=?
10052.png	 5+7=?
10053.png	 2+5=?
10054.png	 2x1=?
10055.png	 1-9=?
10056.png	 6-0=?
10057.png	 9x3=?
10058.png	 0-1=?
10059.png	 3-5=?
10060.png	 7x4=?
10061.png	 4+3=?
10062.png	 4+9=?
10063.png	 2-7=?
10064.png	 2-3=?
10065.png	 0x1=?
10066.png	 2+9=?
10067.png	 7-9=?
10068.png	 5-2=?
10069.png	 3-4=?
10070.png	 8x0=?
10071.png	 5-5=?
10072.png	 9-5=?
10073.png	 3-7=?
10074.png	 5+8=?
10075.png	 0-9=?
10076.png	 6-0=?
10077.png	 5-7=?
10078.png	 9+7=?
10079.png	 6+7=?
10080.png	 2-3=?
10081.png	 0-7=?
10082.png	 9x0=?
10083.png	 7+7=?
10084.png	 9x5=?
10085.png	 9+6=?
10086.png	 0-1=?
10087.png	 7-4=?
10088.png	 3+9=?
10089.png	 9-8=?
10090.png	 8x2=?
10091.png	 4-9=?
10092.png	 2+5=?
10093.png	 5-2=?
10094.png	 0x8=?
10095.png	 3+0=?
10096.png	 0-4=?
10097.png	 5-2=?
10098.png	 2+0=?
10099.png	 3x3=?
10100.png	 2x0=?
10101.png	 3+8=?
10102.png	 9-2=?
10103.png	 0-0=?
10104.png	 2x4=?
10105.png	 5-0=?
10106.png	 8-6=?
10107.png	 6+0=?
10108.png	 0-1=?
10109.png	 0-7=?
10110.png	 7x3=?
10111.png	 8+5=?
10112.png	 0+9=?
10113.png	 1-9=?
10114.png	 2x2=?
10115.png	 2-8=?
10116.png	 1+5=?
10117.png	 9-4=?
10118.png	 3x4=?
10119.png	 0+0=?
10120.png	 6x2=?
10121.png	 8-3=?
10122.png	 4x1=?
10123.png	 3+3=?
10124.png	 7-6=?
10125.png	 8x3=?
10126.png	 5+7=?
10127.png	 1+7=?
10128.png	 1+1=?
10129.png	 3+1=?
10130.png	 4+7=?
10131.png	 2+0=?
10132.png	 1+4=?
10133.png	 9+0=?
10134.png	 2x6=?
10135.png	 4+0=?
10136.png	 8x0=?
10137.png	 6-6=?
10138.png	 8+7=?
10139.png	 4-2=?
10140.png	 3-8=?
10141.png	 1+8=?
10142.png	 9-5=?
10143.png	 5-4=?
10144.png	 2-6=?
10145.png	 6-7=?
10146.png	 4-1=?
10147.png	 8x0=?
10148.png	 8x3=?
10149.png	 7+0=?
10150.png	 1+6=?
10151.png	 5-2=?
10152.png	 0x5=?
10153.png	 1x2=?
10154.png	 0+3=?
10155.png	 2x4=?
10156.png	 0+4=?
10157.png	 5+9=?
10158.png	 4x4=?
10159.png	 3-8=?
10160.png	 6-7=?
10161.png	 9x6=?
10162.png	 3x3=?
10163.png	 9+3=?
10164.png	 1-0=?
10165.png	 8x1=?
10166.png	 4x2=?
10167.png	 4-9=?
10168.png	 2x7=?
10169.png	 0-9=?
10170.png	 8-8=?
10171.png	 4x6=?
10172.png	 0-6=?
10173.png	 2-7=?
10174.png	 7-8=?
10175.png	 7+7=?
10176.png	 3-8=?
10177.png	 9-8=?
10178.png	 0x8=?
10179.png	 8+8=?
10180.png	 7+0=?
10181.png	 9x5=?
10182.png	 0-4=?
10183.png	 3-8=?
10184.png	 2x4=?
10185.png	 3x2=?
10186.png	 9x0=?
10187.png	 6-2=?
10188.png	 5x0=?
10189.png	 6-7=?
10190.png	 2+6=?
10191.png	 5+4=?
10192.png	 8x8=?
10193.png	 7-6=?
10194.png	 6x1=?
10195.png	 0-2=?
10196.png	 7+6=?
10197.png	 9x6=?
10198.png	 6-6=?
10199.png	 7x9=?
10200.png	 2-8=?
10201.png	 6x6=?
10202.png	 0x9=?
10203.png	 5x8=?
10204.png	 5x9=?
10205.png	 1+8=?
10206.png	 8x9=?
10207.png	 6+8=?
10208.png	 7-0=?
10209.png	 4-5=?
10210.png	 3-1=?
10211.png	 9x5=?
10212.png	 6-1=?
10213.png	 1-1=?
10214.png	 2+4=?
10215.png	 4+9=?
10216.png	 8x9=?
10217.png	 6+6=?
10218.png	 8x5=?
10219.png	 7x9=?
10220.png	 6-0=?
10221.png	 0+7=?
10222.png	 0x4=?
10223.png	 3+3=?
10224.png	 4-8=?
10225.png	 2x8=?
10226.png	 0+5=?
10227.png	 6x7=?
10228.png	 5-7=?
10229.png	 5+5=?
10230.png	 6+1=?
10231.png	 3x6=?
10232.png	 8x3=?
10233.png	 7+6=?
10234.png	 2-0=?
10235.png	 6+4=?
10236.png	 4x1=?
10237.png	 4-8=?
10238.png	 7+2=?
10239.png	 6x5=?
10240.png	 3x2=?
10241.png	 4-9=?
10242.png	 3x3=?
10243.png	 0x5=?
10244.png	 8-6=?
10245.png	 7+3=?
10246.png	 6+5=?
10247.png	 2x0=?
10248.png	 0x9=?
10249.png	 2-8=?
10250.png	 6+0=?
10251.png	 1x1=?
10252.png	 1-3=?
10253.png	 8x7=?
10254.png	 7x9=?
10255.png	 4-2=?
10256.png	 5x2=?
10257.png	 6x2=?
10258.png	 0+3=?
10259.png	 9x6=?
10260.png	 6x7=?
10261.png	 5-4=?
10262.png	 8-4=?
10263.png	 8+0=?
10264.png	 3+0=?
10265.png	 4+8=?
10266.png	 6+3=?
10267.png	 3x7=?
10268.png	 0-1=?
10269.png	 3x4=?
10270.png	 1+8=?
10271.png	 0-4=?
10272.png	 2-6=?
10273.png	 7-8=?
10274.png	 4+5=?
10275.png	 7+7=?
10276.png	 9+3=?
10277.png	 5-3=?
10278.png	 0x3=?
10279.png	 1-9=?
10280.png	 1x6=?
10281.png	 6-5=?
10282.png	 9-5=?
10283.png	 8+0=?
10284.png	 7+3=?
10285.png	 9-1=?
10286.png	 8-2=?
10287.png	 5x9=?
10288.png	 9x9=?
10289.png	 7-9=?
10290.png	 4-7=?
10291.png	 4+8=?
10292.png	 9-7=?
10293.png	 0+9=?
10294.png	 1x7=?
10295.png	 1-6=?
10296.png	 1+6=?
10297.png	 9x0=?
10298.png	 8+6=?
10299.png	 4x5=?
10300.png	 1-7=?
10301.png	 9-1=?
10302.png	 1-6=?
10303.png	 6+6=?
10304.png	 3+4=?
10305.png	 7-7=?
10306.png	 6+6=?
10307.png	 0+3=?
10308.png	 2x4=?
10309.png	 3-2=?
10310.png	 6-4=?
10311.png	 2-6=?
10312.png	 6x8=?
10313.png	 2x6=?
10314.png	 6x6=?
10315.png	 0x4=?
10316.png	 0+2=?
10317.png	 7-4=?
10318.png	 7-9=?
10319.png	 2-7=?
10320.png	 1+6=?
10321.png	 7x0=?
10322.png	 1x3=?
10323.png	 3+0=?
10324.png	 7-2=?
10325.png	 0-8=?
10326.png	 9-5=?
10327.png	 1+5=?
10328.png	 8+4=?
10329.png	 3x3=?
10330.png	 7-7=?
10331.png	 7x4=?
10332.png	 8+8=?
10333.png	 2-7=?
10334.png	 5x9=?
10335.png	 4+9=?
10336.png	 3+6=?
10337.png	 4x4=?
10338.png	 6-1=?
10339.png	 0x8=?
10340.png	 9-2=?
10341.png	 7-4=?
10342.png	 8x0=?
10343.png	 1x0=?
10344.png	 6-2=?
10345.png	 5+6=?
10346.png	 6-1=?
10347.png	 0+7=?
10348.png	 2+1=?
10349.png	 6-0=?
10350.png	 2x9=?
10351.png	 8x5=?
10352.png	 7x5=?
10353.png	 2x9=?
10354.png	 2x3=?
10355.png	 4-3=?
10356.png	 3x6=?
10357.png	 7-5=?
10358.png	 9+9=?
10359.png	 0+4=?
10360.png	 9+5=?
10361.png	 0+7=?
10362.png	 7x1=?
10363.png	 7+4=?
10364.png	 6x2=?
10365.png	 7x6=?
10366.png	 5-3=?
10367.png	 8-4=?
10368.png	 6+2=?
10369.png	 4x3=?
10370.png	 9-1=?
10371.png	 8x8=?
10372.png	 5x7=?
10373.png	 7-4=?
10374.png	 5-9=?
10375.png	 9-3=?
10376.png	 6-4=?
10377.png	 2x4=?
10378.png	 6+4=?
10379.png	 5x8=?
10380.png	 9+3=?
10381.png	 6+5=?
10382.png	 2+9=?
10383.png	 7-2=?
10384.png	 9-1=?
10385.png	 8-2=?
10386.png	 4-7=?
10387.png	 2-2=?
10388.png	 8x7=?
10389.png	 6+0=?
10390.png	 5-3=?
10391.png	 1x4=?
10392.png	 9x1=?
10393.png	 4+3=?
10394.png	 3x4=?
10395.png	 4-3=?
10396.png	 9x4=?
10397.png	 3x9=?
10398.png	 0-4=?
10399.png	 6-1=?
10400.png	 2-9=?
10401.png	 9-9=?
10402.png	 8+7=?
10403.png	 1x1=?
10404.png	 7-1=?
10405.png	 9-5=?
10406.png	 1-3=?
10407.png	 5+6=?
10408.png	 6x4=?
10409.png	 3x3=?
10410.png	 4-1=?
10411.png	 3x1=?
10412.png	 8-3=?
10413.png	 4x2=?
10414.png	 9x5=?
10415.png	 5+9=?
10416.png	 5+7=?
10417.png	 7+1=?
10418.png	 1x2=?
10419.png	 7x7=?
10420.png	 9-2=?
10421.png	 6+9=?
10422.png	 5-5=?
10423.png	 8-6=?
10424.png	 3x0=?
10425.png	 5+9=?
10426.png	 4x6=?
10427.png	 1-2=?
10428.png	 8-4=?
10429.png	 4x2=?
10430.png	 6-0=?
10431.png	 6-7=?
10432.png	 6-7=?
10433.png	 9x8=?
10434.png	 2x8=?
10435.png	 4-3=?
10436.png	 7x6=?
10437.png	 8+7=?
10438.png	 5x8=?
10439.png	 3x2=?
10440.png	 8+6=?
10441.png	 8+0=?
10442.png	 1-4=?
10443.png	 0x7=?
10444.png	 3x7=?
10445.png	 4x4=?
10446.png	 2+1=?
10447.png	 4-2=?
10448.png	 0x1=?
10449.png	 5x6=?
10450.png	 9-4=?
10451.png	 5+5=?
10452.png	 9+4=?
10453.png	 3+2=?
10454.png	 4-6=?
10455.png	 8-7=?
10456.png	 8+3=?
10457.png	 5-5=?
10458.png	 5+7=?
10459.png	 6x3=?
10460.png	 0x1=?
10461.png	 1x0=?
10462.png	 7+4=?
10463.png	 6+4=?
10464.png	 3x1=?
10465.png	 8+7=?
10466.png	 4-0=?
10467.png	 2+8=?
10468.png	 8x0=?
10469.png	 9x3=?
10470.png	 6+3=?
10471.png	 4+7=?
10472.png	 4x6=?
10473.png	 1+5=?
10474.png	 6-2=?
10475.png	 6-5=?
10476.png	 9-3=?
10477.png	 0+1=?
10478.png	 2+4=?
10479.png	 1+4=?
10480.png	 5-8=?
10481.png	 2x4=?
10482.png	 5+2=?
10483.png	 3+6=?
10484.png	 0+7=?
10485.png	 4x7=?
10486.png	 5+3=?
10487.png	 8+4=?
10488.png	 7-6=?
10489.png	 4x0=?
10490.png	 3+8=?
10491.png	 7x4=?
10492.png	 9-3=?
10493.png	 6x2=?
10494.png	 2-2=?
10495.png	 4+4=?
10496.png	 6+6=?
10497.png	 5-2=?
10498.png	 7-8=?
10499.png	 9x7=?
10500.png	 8+7=?
10501.png	 5+2=?
10502.png	 6-9=?
10503.png	 1-1=?
10504.png	 4-8=?
10505.png	 5+0=?
10506.png	 2x1=?
10507.png	 5+4=?
10508.png	 9x1=?
10509.png	 4+4=?
10510.png	 9-1=?
10511.png	 6+1=?
10512.png	 9+3=?
10513.png	 9x5=?
10514.png	 3x3=?
10515.png	 9-9=?
10516.png	 9-5=?
10517.png	 8x6=?
10518.png	 0+3=?
10519.png	 4+5=?
10520.png	 9-6=?
10521.png	 6x1=?
10522.png	 9-3=?
10523.png	 0x1=?
10524.png	 3+7=?
10525.png	 4x2=?
10526.png	 5x6=?
10527.png	 6+1=?
10528.png	 2+3=?
10529.png	 3-8=?
10530.png	 3x0=?
10531.png	 3-3=?
10532.png	 1+6=?
10533.png	 3+2=?
10534.png	 1-6=?
10535.png	 9x8=?
10536.png	 5-9=?
10537.png	 3+7=?
10538.png	 3+3=?
10539.png	 5x5=?
10540.png	 4-3=?
10541.png	 5x7=?
10542.png	 2+0=?
10543.png	 6+6=?
10544.png	 2x6=?
10545.png	 1x4=?
10546.png	 9x3=?
10547.png	 9+7=?
10548.png	 8+6=?
10549.png	 5-2=?
10550.png	 9x7=?
10551.png	 3+5=?
10552.png	 6x6=?
10553.png	 6-8=?
10554.png	 8+4=?
10555.png	 7-1=?
10556.png	 1+1=?
10557.png	 0+0=?
10558.png	 4-8=?
10559.png	 5-1=?
10560.png	 8+0=?
10561.png	 4x2=?
10562.png	 8x4=?
10563.png	 1x1=?
10564.png	 6+9=?
10565.png	 2+5=?
10566.png	 1-2=?
10567.png	 3x3=?
10568.png	 0+1=?
10569.png	 8+7=?
10570.png	 1x7=?
10571.png	 2+3=?
10572.png	 5-1=?
10573.png	 9x7=?
10574.png	 5+1=?
10575.png	 3-0=?
10576.png	 7-7=?
10577.png	 8-3=?
10578.png	 1x0=?
10579.png	 0x9=?
10580.png	 7-5=?
10581.png	 2-8=?
10582.png	 4+8=?
10583.png	 9x6=?
10584.png	 0-8=?
10585.png	 5-6=?
10586.png	 4-7=?
10587.png	 9+9=?
10588.png	 9+1=?
10589.png	 2-6=?
10590.png	 0-8=?
10591.png	 9+4=?
10592.png	 4+3=?
10593.png	 9+4=?
10594.png	 1x6=?
10595.png	 0+5=?
10596.png	 5x3=?
10597.png	 1-3=?
10598.png	 1x4=?
10599.png	 3-6=?
10600.png	 1+7=?
10601.png	 5+4=?
10602.png	 1-5=?
10603.png	 0+8=?
10604.png	 3-0=?
10605.png	 6+9=?
